Type,Title,eclrow2,Content,eclrow5,Content6,Image
 Vents , 125 D VTH ,Annual Electricity Consumption, 72,Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 D1 TH turbo ,Annual Electricity Consumption, 86,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Domino TH ,Annual Electricity Consumption, 50,Maximum flow rate, 167,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 LD Light TH ,Annual Electricity Consumption, 50,Maximum flow rate, 167,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 LD Light TH Turbo ,Annual Electricity Consumption, 60,Maximum flow rate, 209,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 LX3TH ,Annual Electricity Consumption, 50,Maximum flow rate, 167,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 M TH ,Annual Electricity Consumption, 70,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 M TP 12 ,Annual Electricity Consumption, 79,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 MATH 12 ,Annual Electricity Consumption, 70,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 MATH Turbo ,Annual Electricity Consumption, 65,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 MF TH ,Annual Electricity Consumption, 92,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 MF TH L ,Annual Electricity Consumption, 92,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 MF VTH L ,Annual Electricity Consumption, 92,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Modern TH ,Annual Electricity Consumption, 50,Maximum flow rate, 167,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Modern TH 12 ,Annual Electricity Consumption, 56,Maximum flow rate, 149,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Modern TH Turbo ,Annual Electricity Consumption, 60,Maximum flow rate, 209,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Quietline ,Annual Electricity Consumption, 52,Maximum flow rate, 197,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 S TH 12 ,Annual Electricity Consumption, 79,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 S VTH 12 ,Annual Electricity Consumption, 79,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 S1 VTH ,Annual Electricity Consumption, 72,Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Simple TH turbo ,Annual Electricity Consumption, 86,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 XTH Turbo ,Annual Electricity Consumption, 61,Maximum flow rate, 206,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 D TH 12 ,Annual Electricity Consumption, 75,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 D VTH turbo ,Annual Electricity Consumption, 72,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 LD TH turbo ,Annual Electricity Consumption, 76,Maximum flow rate, 310,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 M TH turbo ,Annual Electricity Consumption, 68,Maximum flow rate, 345,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 M TP press ,Annual Electricity Consumption, 77,Maximum flow rate, 307,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 M1TH ,Annual Electricity Consumption, 43,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 M1TH 12 ,Annual Electricity Consumption, 48,Maximum flow rate, 262,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 MA TH Q ,Annual Electricity Consumption, 77,Maximum flow rate, 240,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 MF TH L ,Annual Electricity Consumption, 89,Maximum flow rate, 255,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 Modern Auto TH ,Annual Electricity Consumption, 46,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 S TH turbo ,Annual Electricity Consumption, 72,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 S VTH 12 ,Annual Electricity Consumption, 75,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 S1 TH ,Annual Electricity Consumption, 67,Maximum flow rate, 292,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 S1 TH 12 ,Annual Electricity Consumption, 75,Maximum flow rate, 260,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 S1 VTH turbo ,Annual Electricity Consumption, 72,Maximum flow rate, 341,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 Simple TH ,Annual Electricity Consumption, 73,Maximum flow rate, 280,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 X1TH ,Annual Electricity Consumption, 43,Maximum flow rate, 295,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 X1TH 12 ,Annual Electricity Consumption, 48,Maximum flow rate, 263,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 XTH ,Annual Electricity Consumption, 49,Maximum flow rate, 258,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 150 XTH Turbo ,Annual Electricity Consumption, 50,Maximum flow rate, 302,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet 100 DC TH ,Annual Electricity Consumption, 16,Maximum flow rate, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet 100 VTH ,Annual Electricity Consumption, 63,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Disc 100 TP (230V/60Hz) ,Annual Electricity Consumption, 63,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Disc 150 TP ,Annual Electricity Consumption, 58,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Mild 100 TH ,Annual Electricity Consumption, 63,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Mild 100 TH 12 ,Annual Electricity Consumption, 71,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Mild 100 TP 12 ,Annual Electricity Consumption, 71,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Mild 100 VTH ,Annual Electricity Consumption, 63,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Mild 100 VTH (230V/60Hz) ,Annual Electricity Consumption, 63,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Mild 125 TH ,Annual Electricity Consumption, 75,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Mild 125 VTH ,Annual Electricity Consumption, 75,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Mild 150 TH ,Annual Electricity Consumption, 58,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-N-Mild 100 TH ,Annual Electricity Consumption, 63,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-N-Mild 100 TH 12 ,Annual Electricity Consumption, 71,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-N-Mild 125 TP ,Annual Electricity Consumption, 75,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-N-Mild 125 VTH ,Annual Electricity Consumption, 75,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-N-Mild 150 TP ,Annual Electricity Consumption, 58,Maximum flow rate, 315,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-S 100 TH ,Annual Electricity Consumption, 62,Maximum flow rate, 99,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , Quiet-Style 100 VTH 12 ,Annual Electricity Consumption, 77,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , RO 125 TH ,Annual Electricity Consumption, 75,Maximum flow rate, 174,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , SO 125-turbo TH ,Annual Electricity Consumption, 64,Maximum flow rate, 217,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , VKM 125 E ,Annual Electricity Consumption, 84,Maximum flow rate, 134,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , VUE2 200 P ,Annual Electricity Consumption, 655,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , VUT 300 H2 mini EC A2 ,Annual Electricity Consumption, 391,Maximum flow rate, 250,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , VUT2 250 PU EC ,Annual Electricity Consumption, 547,Maximum flow rate, 253,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , VUTE2 250 P EC ,Annual Electricity Consumption, 547,Maximum flow rate, 203,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 Base TH Q ,Annual Electricity Consumption, 74,Maximum flow rate, 82,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 LX3 TH ,Annual Electricity Consumption, 83,Maximum flow rate, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 M1TH ,Annual Electricity Consumption, 75,Maximum flow rate, 98,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 M3TH 12 ,Annual Electricity Consumption, 85,Maximum flow rate, 86,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 MF TH ,Annual Electricity Consumption, 72,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 MF VTH ,Annual Electricity Consumption, 72,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 MF VTH L ,Annual Electricity Consumption, 72,Maximum flow rate, 90,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 Modern TH ,Annual Electricity Consumption, 83,Maximum flow rate, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 Quiet TH 12 ,Annual Electricity Consumption, 71,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 Quiet TP 12 ,Annual Electricity Consumption, 71,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 RNTH 12 ,Annual Electricity Consumption, 86,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 ROTH 12 ,Annual Electricity Consumption, 92,Maximum flow rate, 80,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 Solid TH ,Annual Electricity Consumption, 72,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 SOTH  ,Annual Electricity Consumption, 80,Maximum flow rate, 92,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 STYLE ECO WiFi LED ,Annual Electricity Consumption, 32,Maximum flow rate, 101,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 Style TH (230V/60Hz) ,Annual Electricity Consumption, 76,Maximum flow rate, 97,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 Wave VTH ,Annual Electricity Consumption, 72,Maximum flow rate, 85,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 Wave VTH 12 ,Annual Electricity Consumption, 92,Maximum flow rate, 80,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 100 Z star TH Turbo ,Annual Electricity Consumption, 72,Maximum flow rate, 116,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 120 Simple TH ,Annual Electricity Consumption, 75,Maximum flow rate, 174,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 120 Simple VTH ,Annual Electricity Consumption, 75,Maximum flow rate, 174,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Ace TH L ,Annual Electricity Consumption, 92,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Ace VTH ,Annual Electricity Consumption, 92,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Base TH Q ,Annual Electricity Consumption, 44,Maximum flow rate, 147,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 D TH 12 ,Annual Electricity Consumption, 79,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 D VTH 12 ,Annual Electricity Consumption, 79,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 D VTH turbo ,Annual Electricity Consumption, 86,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 D1 TH ,Annual Electricity Consumption, 72,Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 D1 VTH ,Annual Electricity Consumption, 72,Maximum flow rate, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 D1 VTH 12 ,Annual Electricity Consumption, 79,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
﻿ Vents , 125 D3TP Q ,Annual Electricity Consumption, 51,Maximum flow rate, 148,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 LD Auto TH ,Annual Electricity Consumption, 62,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 LD Auto TH Turbo ,Annual Electricity Consumption, 65,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 LD VTH 12 ,Annual Electricity Consumption, 87,Maximum flow rate, 149,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 M TH turbo ,Annual Electricity Consumption, 77,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 M TP turbo ,Annual Electricity Consumption, 77,Maximum flow rate, 232,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 M VTH ,Annual Electricity Consumption, 70,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 M1TH ,Annual Electricity Consumption, 45,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 M1TH press ,Annual Electricity Consumption, 61,Maximum flow rate, 188,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 M3TH ,Annual Electricity Consumption, 45,Maximum flow rate, 185,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 MF VTH ,Annual Electricity Consumption, 92,Maximum flow rate, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Modern Auto TH 12 ,Annual Electricity Consumption, 70,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 Quietline TH Duo ,Annual Electricity Consumption, 48,Maximum flow rate, 197,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 S VTH turbo ,Annual Electricity Consumption, 86,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 S1 TH turbo ,Annual Electricity Consumption, 86,Maximum flow rate, 226,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 S1 VTH 12 ,Annual Electricity Consumption, 79,Maximum flow rate, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
 Vents , 125 SILENTA-MTH ,Annual Electricity Consumption, 33,Maximum flow rate, 148,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightGreen.png
